# seed=10544862 tn_count=928
label	text
ham	alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham	Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
ham	Ok but tell me half an hr b4 u come i need 2 prepare.
ham	I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
ham	Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham	Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
ham	Cps is causing the outages to conserve energy.
ham	will you like to be spoiled? :)
ham	Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite
ham	Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham	Beauty sleep can help ur pimples too.
ham	U know we watchin at lido?
ham	U having lunch alone? I now so bored...
ham	Do you know when the result.
ham	Wake me up at  &lt;#&gt;  am morning:)
ham	Cab is available.they pick up and drop at door steps.
ham	FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT
ham	Want to send me a virtual hug?... I need one
ham	Is it your yahoo boys that bring in the perf? Or legal.
ham	No message..no responce..what happend?
ham	Okie... Thanx...
ham	Yes. Rent is very expensive so its the way we save.
ham	Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham	Please da call me any mistake from my side sorry da. Pls da goto doctor.
ham	We stopped to get ice cream and will go back after
ham	The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham	You always make things bigger than they are
ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
ham	Come by our room at some point so we can iron out the plan for this weekend
ham	In fact when do you leave? I think addie goes back to school tues or wed
ham	U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
ham	Wherre's my boytoy ? :-(
ham	I'll text you when I drop x off
ham	No calls..messages..missed calls
ham	I need you to be in my strong arms...
ham	YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV
ham	MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
ham	Lol or I could just starve and lose a pound by the end of the day.
ham	Haha I heard that, text me when you're around
ham	That's my honeymoon outfit. :)
ham	Oops i thk i dun haf enuff... I go check then tell ü..
ham	Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham	I'm at home. Please call
ham	I am great! How are you?
ham	ILL B DOWN SOON
ham	No problem. We will be spending a lot of quality time together...
ham	Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham	Found it, ENC  &lt;#&gt; , where you at?
ham	I am going to film 2day da. At 6pm. Sorry da.
ham	I dont. Can you send it to me. Plus how's mode.
ham	Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham	"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham	Tick, tick, tick ... Babe
ham	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.
ham	Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham	Will purchase d stuff today and mail to you. Do you have a po box number?
ham	Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.
ham	Okie but i scared u say i fat... Then u dun wan me already...
ham	Hmm ok, i'll stay for like an hour cos my eye is really sore!
ham	DO NOT B LATE LOVE MUM
ham	That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham	Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*
ham	Mm you ask him to come its enough :-)
ham	Am in gobi arts college
ham	If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
ham	No it will reach by 9 only. She telling she will be there. I dont know
ham	Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
ham	Yar else i'll thk of all sorts of funny things.
ham	Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham	U dun say so early hor... U c already then say...
ham	Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham	Nope... Juz off from work...
ham	They will pick up and drop in car.so no problem..
ham	Ok no prob...
ham	She ran off with a younger man. we will make pretty babies together :)
ham	Yes.. now only saw your message..
ham	That's y i said it's bad dat all e gals know u... Wat u doing now?
ham	Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham	No:-)i got rumour that you going to buy apartment in chennai:-)
ham	I'm in class. Will holla later
ham	Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).
ham	Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham	Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham	That's cool, I'll come by like  &lt;#&gt; ish
ham	Oh great. I.ll disturb him more so that we can talk.
ham	Yup ok...
ham	Nope. Meanwhile she talk say make i greet you.
ham	Don know..wait i will check it.
ham	From 5 to 2 only my work timing.
ham	Yup no more already... Thanx 4 printing n handing it up.
ham	Can you open the door?
ham	Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.
ham	Tonight? Yeah, I'd be down for that
ham	I am late. I will be there at
ham	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham	But you dint in touch with me.
ham	Check audrey's status right now
ham	Moji i love you more than words. Have a rich day
ham	Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham	I'm home, my love ... If your still awake ... *loving kiss*
ham	Mm umma ask vava also to come tell him can play later together
ham	A few people are at the game, I'm at the mall with iouri and kaila
ham	Its too late:)but its k.wish you the same.
ham	Howz that persons story
ham	No da. . Vijay going to talk in jaya tv
ham	Or just do that 6times
ham	Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham	He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham	Hiya, had a good day? Have you spoken to since the weekend?
ham	U wan 2 haf lunch i'm in da canteen now.
ham	Kinda. First one gets in at twelve! Aah. Speak tomo
ham	K still are you loving me.
ham	And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham	Would really appreciate if you call me. Just need someone to talk to.
ham	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
ham	Going to join tomorrow.
ham	Just finished eating. Got u a plate. NOT leftovers this time.
ham	Sorry, I'll call later
ham	Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.
ham	Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do
ham	So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already
ham	I hav almost reached. Call, i m unable to connect u.
ham	Yes I know the cheesy songs from frosty the snowman :)
ham	So u gonna get deus ex?
ham	Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham	Hi :)finally i completed the course:)
ham	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham	I'll let you know when it kicks in
ham	Yup i've finished c ü there...
ham	Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? 
ham	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham	Yesterday its with me only . Now am going home.
ham	I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham	oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham	Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...
ham	I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham	Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham	I cant pick the phone right now. Pls send a message
ham	I noe la... U wana pei bf oso rite... K lor, other days den...
ham	Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham	Ok lor...
ham	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham	Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
ham	say thanks2. 
ham	Aight no rush, I'll ask jay
ham	Excellent! Are you ready to moan and scream in ecstasy?
ham	Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!
ham	Hey happy birthday...
ham	My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham	Pls send me a comprehensive mail about who i'm paying, when and how much.
ham	Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham	Wat's my dear doing? Sleeping ah?
ham	No calls..messages..missed calls
ham	Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
ham	Hanging out with my brother and his family
ham	Yo, the game almost over? Want to go to walmart soon
ham	Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham	CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham	You are a very very very very bad girl. Or lady.
ham	I accidentally deleted the message. Resend please.
ham	Much better now thanks lol
ham	Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
ham	That's necessarily respectful
ham	Its not the same here. Still looking for a job. How much do Ta's earn there.
ham	It's ok i wun b angry. Msg u aft i come home tonight.
ham	I will come to ur home now
ham	That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham	Hey check it da. I have listed da.
ham	So how many days since then?
ham	alright, I'll make sure the car is back tonight
ham	Mm feeling sleepy. today itself i shall get that dear
ham	Ahhh. Work. I vaguely remember that! What does it feel like? Lol
ham	Ha ha cool cool chikku chikku:-):-DB-)
ham	I cant pick the phone right now. Pls send a message
ham	Sweet heart how are you?
ham	So why didnt you holla?
ham	Whatsup there. Dont u want to sleep
ham	.Please charge my mobile when you get up in morning.
ham	And he's apparently bffs with carly quick now
ham	"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham	Is she replying. Has boye changed his phone number
ham	Guess who spent all last night phasing in and out of the fourth dimension
ham	There bold 2  &lt;#&gt; . Is that yours
ham	Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...
ham	Aiyah ok wat as long as got improve can already wat...
ham	If I was I wasn't paying attention
ham	I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones
ham	Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham	I am in office:)whats the matter..msg me now.i will call you at break:).
ham	Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham	ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham	My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar
ham	I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.
ham	If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham	Hey babe! I saw you came online for a second and then you disappeared, what happened ?
ham	What happen to her tell the truth
ham	I finished my lunch already. U wake up already?
ham	But i'll b going 2 sch on mon. My sis need 2 take smth.
ham	Geeeee ... I love you so much I can barely stand it
ham	In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham	For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham	Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham	Just getting back home
ham	I'm going out to buy mum's present ar.
ham	Then why you not responding
ham	Wat time ü finish?
ham	I wont do anything de.
ham	Ya that one is slow as poo
ham	Thats cool. i am a gentleman and will treat you with dignity and respect.
ham	You still at grand prix?
ham	Nobody names their penis a girls name this story doesn't add up at all
ham	Onum ela pa. Normal than.
ham	See? I thought it all through
ham	Good night. Am going to sleep.
ham	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
ham	Carlos took a while (again), we leave in a minute
ham	Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)
ham	Only saturday and sunday holiday so its very difficult:)
ham	Sen told that he is going to join his uncle finance in cbe
ham	Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...
ham	Ho ho - big belly laugh! See ya tomo
ham	No problem. How are you doing?
ham	1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham	Many more happy returns of the day. I wish you happy birthday.
ham	Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham	Ok set let u noe e details later...
ham	Reckon need to be in town by eightish to walk from * carpark.
ham	HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham	We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
ham	O. Well uv causes mutations. Sunscreen is like essential thesedays
ham	Lol! Oops sorry! Have fun. 
ham	Hi msg me:)i'm in office..
ham	Are you angry with me. What happen dear
ham	Tell them the drug dealer's getting impatient
ham	Now got tv 2 watch meh? U no work today?
ham	Ok i am on the way to railway
ham	Happy new year to u too!
ham	Ü bot notes oredi... Cos i juz rem i got...
ham	Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham	Indeed and by the way it was either or - not both !
ham	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham	When are you going to ride your bike?
ham	Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham	Kate jackson rec center before 7ish, right?
ham	I've got it down to a tea. not sure which flavour
ham	I am in hospital da. . I will return home in evening
ham	K, can I pick up another 8th when you're done?
ham	My uncles in Atlanta. Wish you guys a great semester.
ham	Yeah we do totes. When u wanna?
ham	Whatever, juliana. Do whatever you want.
ham	Great. Have a safe trip. Dont panic surrender all.
ham	My phone
ham	Which is weird because I know I had it at one point
ham	No chikku nt yet.. Ya i'm free
ham	I wont. So wat's wit the guys
ham	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham	Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham	U so lousy, run already come back then half dead... Hee...
ham	She doesnt need any test.
ham	When're you guys getting back? G said you were thinking about not staying for mcr
ham	ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham	Got it..mail panren paru..
ham	She's borderline but yeah whatever.
ham	No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
ham	Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham	Did either of you have any idea's? Do you know of anyplaces doing something?
ham	Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham	So what did the bank say about the money?
ham	Bring home some Wendy =D
ham	Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham	He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
ham	Should I head straight there or what
ham	He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham	Okay... I booked all already... Including the one at bugis.
ham	When you guys planning on coming over?
ham	Don no da:)whats you plan?
ham	if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham	Ok... Help me ask if she's working tmr a not?
ham	what are your new years plans?
ham	Wat r u doing?
ham	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham	Simply sitting and watching match in office..
ham	Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham	Got meh... When?
ham	I dled 3d its very imp
ham	I donno its in your genes or something
ham	Oic... I saw him too but i tot he din c me... I found a group liao...
ham	I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham	I am waiting for your call sir.
ham	yay! finally lol. i missed our cinema trip last week :-(
ham	Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?
ham	Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham	Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham	Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham	"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
ham	The basket's gettin full so I might be by tonight
ham	Yeah my usual guy's out of town but there're definitely people around I know
ham	Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...
ham	Ü ready then call me...
ham	Send to someone else :-)
ham	I cant pick the phone right now. Pls send a message
ham	How is your schedule next week? I am out of town this weekend.
ham	do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham	R ü comin back for dinner?
ham	I cant pick the phone right now. Pls send a message
ham	No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham	Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.
ham	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham	Mmm so yummy babe ... Nice jolt to the suzy
ham	Hurry up, I've been weed-deficient for like three days
ham	Yo carlos, a few friends are already asking me about you, you working at all this weekend?
ham	Now i'm going for lunch.
ham	Huh so early.. Then ü having dinner outside izzit?
ham	Tell where you reached
ham	I'm in class. Did you get my text.
ham	Got smaller capacity one? Quite ex...
ham	I love your ass! Do you enjoy doggy style? :)
ham	Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham	How's ur paper?
ham	Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 
ham	I am on the way to ur home
ham	That's very rude, you on campus?
ham	Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham	Thanx but my birthday is over already.
ham	26th OF JULY
ham	Lol wtf random. Btw is that your lunch break
ham	Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham	No, I was trying it all weekend ;V
ham	Ok then i come n pick u at engin?
ham	Oh fine, I'll be by tonight
ham	Thts wat Wright Brother did to fly..
ham	V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham	I think we're going to finn's now, come
ham	Haha figures, well I found the piece and priscilla's bowl
ham	Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham	K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;
ham	CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO
ham	Yo theres no class tmrw right?
ham	Wot is u up 2 then bitch?
ham	Are you available for soiree on June 3rd?
ham	Its good, we'll find a way
ham	I can't right this second, gotta hit people up first
ham	Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?
ham	How much r ü willing to pay?
ham	No. I dont want to hear anything
ham	Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham	Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham	Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham	I could ask carlos if we could get more if anybody else can chip in
ham	He's just gonna worry for nothing. And he won't give you money its no use.
ham	Its sarcasm.. .nt scarcasim
ham	Nah I don't think he goes to usf, he lives around here though
ham	Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham	 says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !
ham	Oh just getting even with u.... u?
ham	Fine. Do you remember me.
ham	Yes princess! I want to make you happy...
ham	No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham	You should get more chicken broth if you want ramen unless there's some I don't know about
ham	Ok cool. See ya then.
ham	&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham	NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
ham	Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!
ham	This single single answers are we fighting? Plus i said am broke and you didnt reply
ham	If u dun drive then how i go 2 sch.
ham	Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham	Lol your always so convincing.
ham	I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.
ham	Aiyah u did ok already lar. E nydc at wheellock?
ham	Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham	Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham	Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham	Yeah get the unlimited
ham	I know a few people I can hit up and fuck to the yes
ham	When did dad get back.
ham	K:)k.are you in college?
ham	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham	Ugh fuck it I'm resubbing to eve
ham	Y bishan lei... I tot ü say lavender? 
ham	I had askd u a question some hours before. Its answer
ham	alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham	Yeah but which is worse for i
ham	Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham	For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham	Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham	Ok, be careful ! Don't text and drive !
ham	Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham	I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.
ham	Ok. There may be a free gym about.
ham	Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
ham	Good morning princess! How are you?
ham	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
ham	K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham	O we cant see if we can join denis and mina? Or does denis want alone time
ham	Ü thk of wat to eat tonight.
ham	I surely dont forgot to come:)i will always be in touch in with you:-)
ham	How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham	Full heat pa:-) i have applyed oil pa.
ham	From tomorrow onwards eve 6 to 3 work.
ham	Huh y lei...
ham	Thx. All will be well in a few months
ham	He needs to stop going to bed and make with the fucking dealing
ham	Hi mom we might be back later than  &lt;#&gt; 
ham	In sch but neva mind u eat 1st lor..
ham	Are you planning to come chennai?
ham	I went to project centre
ham	A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'
ham	Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham	Goodmorning, today i am late for 1hr.
ham	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham	I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham	Great! I have to run now so ttyl!
ham	That one week leave i put know that time. Why.
ham	Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham	Hmm thinking lor...
ham	Just wanted to say holy shit you guys weren't kidding about this bud
ham	Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham	Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham	Then she buying today? Ü no need to c meh...
ham	Goodmorning, today i am late for  &lt;DECIMAL&gt; min.
ham	K and you're sure I don't have to have consent forms to do it :V
ham	No, I decided that only people who care about stuff vote and caring about stuff is for losers
ham	So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham	my ex-wife was not able to have kids. Do you want kids one day?
ham	I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham	So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham	K. I will sent it again
ham	Asking do u knw them or nt? May be ur frnds or classmates?
ham	 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham	Good Morning plz call me sir
ham	I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz
ham	Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
ham	If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
ham	Love you aathi..love u lot..
ham	Just haven't decided where yet eh ?
ham	Hahaha..use your brain dear
ham	And stop being an old man. You get to build snowman snow angels and snowball fights.
ham	Wait, do you know if wesleys in town? I bet she does hella drugs!
ham	Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham	Nope. I just forgot. Will show next week
ham	Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham	My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham	I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham	But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham	Pls call me da. What happen.
ham	Hi! This is Roger from CL. How are you?
ham	Hi good mornin.. Thanku wish u d same..
